Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Unemployment Rate
01260,447.0,32.9,112756.0,28091.0,24.0,5.369127516778524,5.8165548098434
01262,1110.0,56.9,36042.0,38369.0,141.0,12.702702702702704,2.7027027027027026
01264,205.0,58.4,80000.0,49908.0,53.0,25.853658536585368,8.292682926829269
01266,1360.0,55.5,74107.0,45261.0,79.0,5.8088235294117645,1.1029411764705883
01267,7853.0,31.9,78068.0,33267.0,589.0,7.500318349675283,3.170762765821979
01270,813.0,50.1,80000.0,45778.0,50.0,6.150061500615006,2.2140221402214024
01301,17715.0,44.1,48477.0,30169.0,2220.0,12.531752751905165,2.8337567033587354
01330,1468.0,49.3,74167.0,41585.0,109.0,7.425068119891008,1.2942779291553133
01331,13281.0,44.7,53733.0,27402.0,1789.0,13.470371206987426,4.818914238385664
01337,2626.0,50.0,66085.0,34785.0,238.0,9.063214013709063,2.322924600152323
01338,170.0,59.6,57750.0,24208.0,21.0,12.352941176470589,10.588235294117647
01339,1472.0,50.5,55313.0,29754.0,168.0,11.41304347826087,3.6005434782608696
01340,1642.0,53.7,53125.0,29428.0,227.0,13.824604141291108,4.445797807551767
01341,1743.0,50.9,101023.0,51004.0,40.0,2.2948938611589216,2.4096385542168677
01342,1759.0,43.9,106146.0,41962.0,157.0,8.925525866969869,0.0
01343,46.0,59.5,85781.0,38683.0,0.0,0.0,0.0
01344,1518.0,41.9,70109.0,28889.0,159.0,10.474308300395258,3.8866930171278
01346,464.0,49.1,60208.0,34662.0,32.0,6.896551724137931,0.8620689655172413
01347,126.0,46.0,52647.0,27629.0,17.0,13.492063492063492,0.0
01349,1231.0,37.7,61630.0,26995.0,84.0,6.823720552396425,8.042242079610073
01350,86.0,54.7,31458.0,27507.0,7.0,8.13953488372093,2.3255813953488373
01351,2209.0,46.9,82548.0,40829.0,194.0,8.782254413761883,2.2634676324128566
01354,1604.0,47.6,69226.0,38346.0,92.0,5.7356608478802995,2.8678304239401498
01355,917.0,50.8,70313.0,36789.0,56.0,6.106870229007634,4.0348964013086155
01360,3012.0,46.0,69028.0,33657.0,118.0,3.9176626826029217,4.116865869853918
01364,7819.0,45.4,43413.0,23103.0,794.0,10.154751246962528,4.872745875431641
01366,1218.0,51.0,65529.0,35783.0,64.0,5.254515599343185,3.284072249589491
01367,605.0,44.4,55469.0,28197.0,107.0,17.68595041322314,0.6611570247933884
01368,1316.0,51.1,72813.0,32809.0,134.0,10.182370820668693,3.0395136778115504
01370,4032.0,51.3,54036.0,37400.0,388.0,9.623015873015873,3.794642857142857
01373,4160.0,49.5,74022.0,38682.0,332.0,7.980769230769231,3.2211538461538463
01375,3662.0,31.3,54886.0,36664.0,593.0,16.19333697433097,1.8569087930092845
01376,5096.0,44.1,43750.0,25887.0,953.0,18.70094191522763,4.336734693877551
01378,744.0,55.7,57885.0,30777.0,43.0,5.779569892473118,0.8064516129032258
01379,836.0,51.2,43500.0,28998.0,148.0,17.70334928229665,3.827751196172249
01420,40666.0,35.4,51412.0,24887.0,6961.0,17.1174937294054,5.2058230462794475
01430,6210.0,41.1,85064.0,33886.0,290.0,4.669887278582931,3.4782608695652173
01431,3195.0,45.9,95833.0,36900.0,248.0,7.762128325508607,3.536776212832551
01432,7703.0,39.1,79750.0,42774.0,940.0,12.203037777489289,2.5314812410749057
01434,1712.0,43.4,50547.0,17126.0,165.0,9.63785046728972,1.7523364485981308
01436,3460.0,43.3,60156.0,31607.0,164.0,4.7398843930635834,2.167630057803468
01438,563.0,60.1,74142.0,36265.0,17.0,3.019538188277087,5.150976909413854
01440,20496.0,40.6,48915.0,25866.0,3222.0,15.720140515222482,2.9030054644808745
01450,11282.0,45.6,123918.0,53410.0,483.0,4.281155823435561,2.0741003368197126
01451,4630.0,47.2,143625.0,60666.0,178.0,3.8444924406047516,3.5637149028077753
01452,4581.0,45.7,93387.0,38657.0,109.0,2.379393145601397,2.6413446845666884
01453,41446.0,40.2,57610.0,30775.0,5511.0,13.296819958500217,3.143849828692757
01460,9754.0,44.4,119177.0,49934.0,370.0,3.793315562846012,3.239696534754972
01462,11150.0,44.1,97775.0,41737.0,912.0,8.179372197309418,2.0358744394618835
01463,12049.0,42.9,90029.0,40919.0,674.0,5.593825213710681,3.095692588596564
01464,7572.0,42.3,67541.0,31903.0,625.0,8.254094030639196,1.7828843106180665
01467,511.0,51.4,98036.0,42565.0,77.0,15.068493150684931,0.0
01468,4124.0,47.2,64872.0,38444.0,174.0,4.219204655674103,3.1522793404461686
01469,7454.0,39.2,84489.0,39302.0,288.0,3.8636973437080764,2.119667292728736
01473,7566.0,44.7,100071.0,43218.0,117.0,1.5463917525773196,2.5244514935236584
01474,1964.0,44.5,84851.0,47724.0,89.0,4.531568228105907,2.0366598778004072
01475,10738.0,41.3,64539.0,29400.0,1166.0,10.858632892531197,3.2967032967032965
01501,16412.0,46.8,74576.0,38476.0,742.0,4.521082135023153,3.1745064586887644
01503,3098.0,47.6,97417.0,48547.0,89.0,2.8728211749515817,1.4202711426726922
01504,9201.0,41.6,80260.0,35249.0,365.0,3.9669601130311922,3.6083034452776874
01505,4524.0,42.7,97074.0,46148.0,184.0,4.067197170645446,1.6799292661361627
01506,3406.0,44.9,64219.0,37864.0,311.0,9.130945390487375,2.8479154433352907
01507,13379.0,43.1,93921.0,39167.0,618.0,4.619179310860304,5.030271320726512
01510,13855.0,38.9,68362.0,33410.0,826.0,5.961746661854926,2.4395525081198124
01515,2123.0,42.2,80234.0,36927.0,100.0,4.710315591144607,3.014601978332548
01516,8745.0,41.7,94531.0,37825.0,361.0,4.128073184676958,1.6009148084619782
01518,3490.0,42.6,58438.0,39866.0,123.0,3.524355300859599,1.4613180515759312
01519,6657.0,43.5,106250.0,49307.0,266.0,3.995793901156677,1.4120474688298033
01520,15061.0,41.8,99674.0,43270.0,534.0,3.545581302702344,2.6558661443463247
01521,2510.0,43.7,78348.0,34752.0,103.0,4.103585657370518,4.780876494023905
01522,3497.0,41.2,104508.0,44718.0,327.0,9.350872176150986,2.4020589076351158
01523,7735.0,38.4,104630.0,35322.0,333.0,4.305106658047834,2.3270846800258567
01524,6702.0,45.4,64135.0,34311.0,440.0,6.565204416592062,2.6559236048940615
01525,227.0,36.5,-666666666.0,25773.0,0.0,0.0,8.370044052863436
01527,13521.0,43.2,74713.0,37951.0,797.0,5.894534427926929,3.6092005029213814
01529,3237.0,41.8,90500.0,37644.0,142.0,4.386777880753784,2.5949953660797034
01531,1247.0,46.8,84432.0,37371.0,102.0,8.179631114675221,3.2076984763432237
01532,14918.0,43.7,111875.0,52500.0,546.0,3.660008043973723,2.453411985520847
01534,6262.0,44.3,89348.0,40700.0,527.0,8.415841584158416,3.257745129351645
01535,4760.0,44.4,73133.0,31764.0,298.0,6.260504201680672,2.7941176470588234
01536,7709.0,39.5,105283.0,44374.0,730.0,9.469451290699183,4.073161240108964
01537,2337.0,33.1,74883.0,28911.0,386.0,16.516902011125374,2.6957637997432604
01540,11386.0,39.7,68865.0,31306.0,1121.0,9.845424205164237,2.1341998946074128
01541,3438.0,48.4,128006.0,59891.0,224.0,6.515415939499709,2.559627690517743
01542,2299.0,48.2,100000.0,39122.0,35.0,1.5224010439321445,2.3923444976076556
01543,8463.0,40.2,100962.0,37904.0,190.0,2.2450667611957935,2.292331324589389
01545,36269.0,41.7,101229.0,45803.0,1401.0,3.862802944663487,2.4070142545975903
